type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2023-10-04 16:05:51,-42.75557167,-65.10085500,3.50,146.117,13.483,0.233,41,10,13,20231004-130551,GPS Logger: 20231004-130551 - Censo PV 2023
T,2023-10-04 16:05:52,-42.75557667,-65.10085833,3.30,146.017,13.483,0.153,41,10,13,,
T,2023-10-04 16:05:53,-42.75558333,-65.10085000,3.20,143.717,13.483,0.180,41,10,13,,
T,2023-10-04 16:05:54,-42.75559167,-65.10084333,3.10,143.317,13.483,0.260,41,10,13,,
T,2023-10-04 16:05:55,-42.75560500,-65.10082667,2.60,144.817,13.483,0.191,88,10,13,,
T,2023-10-04 16:05:56,-42.75560833,-65.10081167,2.50,146.318,13.482,0.339,85,10,13,,
T,2023-10-04 16:05:57,-42.75560667,-65.10080667,2.40,146.918,13.482,0.543,104,10,13,,
T,2023-10-04 16:05:58,-42.75561000,-65.10080167,2.30,147.618,13.482,0.747,103,10,13,,
T,2023-10-04 16:05:59,-42.75561167,-65.10079500,2.30,147.818,13.482,0.344,143,10,13,,
T,2023-10-04 16:06:00,-42.75560667,-65.10080167,2.10,148.618,13.482,0.067,290,10,13,,
T,2023-10-04 16:06:02,-42.75560167,-65.10080333,2.20,147.318,13.482,0.253,319,10,13,,
T,2023-10-04 16:06:03,-42.75560333,-65.10081500,2.20,145.817,13.483,0.283,337,10,30,,
T,2023-10-04 16:06:04,-42.75560000,-65.10082333,2.20,145.117,13.483,0.290,351,11,30,,
T,2023-10-04 16:06:05,-42.75560000,-65.10083000,2.10,144.517,13.483,0.279,333,15,30,,
T,2023-10-04 16:06:06,-42.75559833,-65.10083500,2.10,143.717,13.483,0.245,319,17,30,,
T,2023-10-04 16:06:07,-42.75559500,-65.10083333,2.10,143.317,13.483,0.182,328,16,30,,
T,2023-10-04 16:06:08,-42.75559500,-65.10083667,2.00,142.917,13.483,0.153,312,15,30,,
T,2023-10-04 16:06:09,-42.75559500,-65.10084000,2.00,142.717,13.483,0.161,208,16,30,,
T,2023-10-04 16:06:10,-42.75560167,-65.10084167,1.90,142.317,13.483,0.171,163,19,30,,
T,2023-10-04 16:06:11,-42.75560833,-65.10084667,1.90,142.117,13.483,0.188,167,19,30,,
T,2023-10-04 16:06:12,-42.75561667,-65.10084500,1.80,141.517,13.483,0.185,188,18,30,,
T,2023-10-04 16:06:13,-42.75561833,-65.10083667,1.80,141.217,13.483,0.182,177,20,30,,
T,2023-10-04 16:06:14,-42.75562000,-65.10083833,1.80,141.217,13.483,0.000,,20,30,,
T,2023-10-04 16:06:15,-42.75562167,-65.10083667,1.80,141.117,13.483,0.000,,20,30,,
T,2023-10-04 16:06:16,-42.75562167,-65.10083500,1.70,141.217,13.483,0.000,,20,30,,
T,2023-10-04 16:06:17,-42.75562167,-65.10083500,1.70,141.217,13.483,0.000,,20,30,,
T,2023-10-04 16:06:18,-42.75562167,-65.10083500,1.60,141.217,13.483,0.000,,20,30,,
T,2023-10-04 16:06:19,-42.75562167,-65.10083500,1.50,141.217,13.483,0.000,,19,30,,
T,2023-10-04 16:06:20,-42.75562167,-65.10083500,1.50,141.217,13.483,0.000,,21,30,,
T,2023-10-04 16:06:21,-42.75562167,-65.10083500,1.50,141.217,13.483,0.000,,20,30,,
T,2023-10-04 16:06:22,-42.75562167,-65.10083500,1.50,141.217,13.483,0.000,,21,30,,
T,2023-10-04 16:06:23,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,21,30,,
T,2023-10-04 16:06:24,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,23,30,,
T,2023-10-04 16:06:25,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,23,30,,
T,2023-10-04 16:06:26,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,23,30,,
T,2023-10-04 16:06:27,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,23,29,,
T,2023-10-04 16:06:28,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,23,29,,
T,2023-10-04 16:06:29,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,23,29,,
T,2023-10-04 16:06:30,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,22,29,,
T,2023-10-04 16:06:31,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,22,29,,
T,2023-10-04 16:06:32,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,22,29,,
T,2023-10-04 16:06:33,-42.75562167,-65.10083500,1.40,141.217,13.483,0.000,,23,29,,
T,2023-10-04 16:06:34,-42.75562167,-65.10083500,1.90,141.217,13.483,0.000,,22,29,,
T,2023-10-04 16:06:35,-42.75562167,-65.10083500,1.60,141.217,13.483,0.000,,23,29,,
T,2023-10-04 16:06:36,-42.75562167,-65.10083500,1.50,141.217,13.483,0.000,,23,29,,
T,2023-10-04 16:06:37,-42.75562167,-65.10083500,1.60,141.217,13.483,0.000,,22,29,,
T,2023-10-04 16:06:38,-42.75562167,-65.10083500,1.60,141.217,13.483,0.000,,21,29,,
T,2023-10-04 16:06:39,-42.75562167,-65.10083500,1.70,141.217,13.483,0.000,,21,29,,
T,2023-10-04 16:06:40,-42.75562167,-65.10083500,2.50,141.217,13.483,0.000,,21,29,,
T,2023-10-04 16:06:41,-42.75562167,-65.10083500,2.20,141.217,13.483,0.000,,22,29,,
T,2023-10-04 16:06:42,-42.75562167,-65.10083500,2.00,141.217,13.483,0.000,,24,29,,
T,2023-10-04 16:06:43,-42.75562167,-65.10083500,1.90,141.217,13.483,0.000,,23,29,,
T,2023-10-04 16:06:44,-42.75562167,-65.10083500,1.90,141.217,13.483,0.000,,10,13,,
T,2023-10-04 16:06:45,-42.75562167,-65.10083500,1.70,141.217,13.483,0.000,,10,13,,
T,2023-10-04 16:06:46,-42.75562167,-65.10083500,1.60,141.217,13.483,0.000,,11,13,,
T,2023-10-04 16:06:47,-42.75562167,-65.10083500,1.70,141.217,13.483,0.000,,11,13,,
T,2023-10-04 16:06:48,-42.75562167,-65.10083500,1.90,141.217,13.483,0.000,,11,13,,
T,2023-10-04 16:06:49,-42.75562167,-65.10083500,2.10,141.217,13.483,0.000,,11,13,,
T,2023-10-04 16:06:50,-42.75562167,-65.10083500,2.30,141.217,13.483,0.000,,11,13,,
T,2023-10-04 16:06:51,-42.75562167,-65.10083500,2.40,141.217,13.483,0.000,,11,13,,
T,2023-10-04 16:06:52,-42.75559667,-65.10077833,2.40,141.618,13.482,0.000,,11,13,,
T,2023-10-04 16:06:53,-42.75559167,-65.10076667,2.40,141.718,13.482,0.000,,11,13,,
T,2023-10-04 16:06:54,-42.75559167,-65.10077000,2.30,141.718,13.482,0.000,,11,13,,
T,2023-10-04 16:06:55,-42.75560000,-65.10077833,2.20,141.318,13.482,0.000,,11,13,,
T,2023-10-04 16:06:56,-42.75559833,-65.10077000,2.20,141.618,13.482,0.000,,11,13,,
T,2023-10-04 16:06:57,-42.75560167,-65.10077000,2.10,141.718,13.482,0.691,71,11,13,,
T,2023-10-04 16:06:58,-42.75559167,-65.10075667,2.00,142.318,13.482,0.824,96,11,13,,
T,2023-10-04 16:06:59,-42.75560333,-65.10076167,2.00,141.918,13.482,0.959,78,11,13,,
T,2023-10-04 16:07:00,-42.75560667,-65.10075167,1.90,141.818,13.482,1.130,96,11,13,,
T,2023-10-04 16:07:01,-42.75561333,-65.10072500,1.90,141.818,13.482,1.260,106,11,13,,
T,2023-10-04 16:07:02,-42.75562000,-65.10069667,1.90,141.918,13.482,1.362,105,11,13,,
T,2023-10-04 16:07:03,-42.75563167,-65.10067167,1.90,142.318,13.482,1.518,116,11,13,,
T,2023-10-04 16:07:04,-42.75563833,-65.10064000,1.80,142.218,13.482,1.703,113,11,30,,
T,2023-10-04 16:07:05,-42.75564833,-65.10060667,1.90,142.018,13.482,1.834,117,18,30,,
T,2023-10-04 16:07:06,-42.75566000,-65.10056333,2.10,141.918,13.482,2.069,113,18,30,,
T,2023-10-04 16:07:07,-42.75567500,-65.10052167,2.30,141.318,13.482,2.284,116,18,30,,
T,2023-10-04 16:07:08,-42.75568500,-65.10048500,2.50,141.518,13.482,2.467,114,18,30,,
T,2023-10-04 16:07:09,-42.75570000,-65.10045000,2.70,141.418,13.482,2.658,120,18,30,,
T,2023-10-04 16:07:10,-42.75573167,-65.10040167,2.60,140.618,13.482,2.834,124,19,30,,
T,2023-10-04 16:07:11,-42.75575500,-65.10035500,2.30,139.618,13.482,3.038,128,19,30,,
T,2023-10-04 16:07:12,-42.75579000,-65.10031500,2.20,138.618,13.482,3.221,140,20,30,,
T,2023-10-04 16:07:13,-42.75582167,-65.10029000,2.10,138.418,13.482,3.343,144,20,30,,
T,2023-10-04 16:07:14,-42.75585333,-65.10026167,2.00,138.419,13.481,3.494,142,21,30,,
T,2023-10-04 16:07:15,-42.75588000,-65.10023000,2.10,138.919,13.481,3.660,141,21,30,,
T,2023-10-04 16:07:16,-42.75591333,-65.10019833,2.20,139.019,13.481,3.861,149,22,30,,
T,2023-10-04 16:07:17,-42.75594833,-65.10016500,2.30,139.019,13.481,4.042,147,22,30,,
T,2023-10-04 16:07:18,-42.75597667,-65.10013000,2.30,139.019,13.481,4.175,142,21,30,,
T,2023-10-04 16:07:19,-42.75600833,-65.10009500,2.30,139.119,13.481,4.256,146,22,30,,
T,2023-10-04 16:07:20,-42.75603833,-65.10007000,2.30,139.019,13.481,4.316,147,23,30,,
T,2023-10-04 16:07:21,-42.75607500,-65.10004000,2.30,137.819,13.481,4.333,156,24,30,,
T,2023-10-04 16:07:22,-42.75610000,-65.10001667,2.40,137.019,13.481,4.329,158,22,30,,
T,2023-10-04 16:07:23,-42.75614000,-65.09998667,2.50,136.919,13.481,4.393,153,22,30,,
T,2023-10-04 16:07:24,-42.75618500,-65.09995500,2.50,135.219,13.481,4.464,150,23,30,,
T,2023-10-04 16:07:25,-42.75622667,-65.09992667,2.50,135.219,13.481,4.562,147,23,30,,
T,2023-10-04 16:07:26,-42.75627000,-65.09989667,2.60,134.819,13.481,4.607,146,22,30,,
T,2023-10-04 16:07:27,-42.75632167,-65.09985833,2.70,134.620,13.480,4.761,147,22,30,,
T,2023-10-04 16:07:28,-42.75637000,-65.09981333,2.80,135.120,13.480,4.975,145,22,30,,
T,2023-10-04 16:07:29,-42.75640667,-65.09977500,2.90,135.320,13.480,5.217,146,22,30,,
T,2023-10-04 16:07:30,-42.75647000,-65.09972667,2.90,136.220,13.480,5.472,145,23,30,,
T,2023-10-04 16:07:31,-42.75651500,-65.09968667,2.90,136.220,13.480,5.786,148,22,30,,
T,2023-10-04 16:07:32,-42.75656667,-65.09963833,2.80,136.620,13.480,7.015,152,22,30,,
T,2023-10-04 16:07:33,-42.75663000,-65.09958833,2.60,137.220,13.480,7.020,151,22,30,,
T,2023-10-04 16:07:34,-42.75669167,-65.09954000,2.50,137.320,13.480,7.342,150,22,30,,
T,2023-10-04 16:07:35,-42.75675167,-65.09949167,2.40,137.121,13.479,7.242,152,22,30,,
T,2023-10-04 16:07:36,-42.75680500,-65.09944333,2.40,137.221,13.479,6.803,147,22,30,,
T,2023-10-04 16:07:37,-42.75685000,-65.09940000,2.40,137.121,13.479,6.903,147,22,30,,
T,2023-10-04 16:07:38,-42.75689833,-65.09936333,2.40,137.021,13.479,6.708,147,22,30,,
T,2023-10-04 16:07:39,-42.75694500,-65.09932167,2.40,137.021,13.479,6.711,145,20,30,,
T,2023-10-04 16:07:40,-42.75700000,-65.09927500,2.30,137.421,13.479,6.260,149,20,30,,
T,2023-10-04 16:07:41,-42.75703500,-65.09923000,2.10,138.121,13.479,5.793,145,20,30,,
T,2023-10-04 16:07:42,-42.75706667,-65.09919000,2.00,137.721,13.479,5.384,143,20,30,,
T,2023-10-04 16:07:43,-42.75710667,-65.09914333,2.00,137.521,13.479,5.739,140,19,30,,
T,2023-10-04 16:07:44,-42.75713167,-65.09909833,1.90,136.121,13.479,5.726,132,21,30,,
T,2023-10-04 16:07:45,-42.75716333,-65.09904667,2.10,135.522,13.478,5.633,132,10,13,,
T,2023-10-04 16:07:46,-42.75719167,-65.09899333,2.30,135.922,13.478,5.635,129,9,13,,
T,2023-10-04 16:07:47,-42.75722833,-65.09893500,2.50,134.522,13.478,5.606,125,9,13,,
T,2023-10-04 16:07:48,-42.75725833,-65.09887500,2.60,133.822,13.478,5.635,121,11,13,,
T,2023-10-04 16:07:49,-42.75728833,-65.09881500,2.70,133.422,13.478,5.670,120,11,13,,
T,2023-10-04 16:07:50,-42.75730167,-65.09872833,2.70,133.122,13.478,6.043,113,11,13,,
T,2023-10-04 16:07:51,-42.75730500,-65.09863833,2.80,132.722,13.478,5.867,105,11,13,,
T,2023-10-04 16:07:52,-42.75729833,-65.09855667,2.80,133.022,13.478,5.459,98,11,12,,
T,2023-10-04 16:07:53,-42.75728000,-65.09847667,2.70,133.022,13.478,5.863,88,11,12,,
T,2023-10-04 16:07:54,-42.75726000,-65.09839833,2.70,133.023,13.477,5.482,84,11,12,,
T,2023-10-04 16:07:55,-42.75722667,-65.09831500,2.70,132.723,13.477,5.598,75,11,12,,
T,2023-10-04 16:07:56,-42.75719500,-65.09822167,2.60,132.323,13.477,6.306,71,11,13,,
T,2023-10-04 16:07:57,-42.75716167,-65.09813333,2.70,131.823,13.477,6.667,69,11,13,,
T,2023-10-04 16:07:58,-42.75712333,-65.09804667,2.70,131.323,13.477,7.401,65,11,13,,
T,2023-10-04 16:07:59,-42.75709000,-65.09796833,2.70,131.123,13.477,7.044,60,11,13,,
T,2023-10-04 16:08:00,-42.75705667,-65.09789333,2.70,130.723,13.477,6.918,62,11,13,,
T,2023-10-04 16:08:01,-42.75701833,-65.09780500,2.70,130.623,13.477,7.418,62,11,13,,
T,2023-10-04 16:08:02,-42.75698167,-65.09772500,2.80,130.123,13.477,7.108,59,11,13,,
T,2023-10-04 16:08:03,-42.75695167,-65.09764167,2.90,129.723,13.477,7.137,63,11,13,,
T,2023-10-04 16:08:04,-42.75691167,-65.09755667,2.90,129.323,13.477,7.689,60,11,13,,
T,2023-10-04 16:08:05,-42.75688333,-65.09748000,3.00,129.023,13.477,7.589,63,11,30,,
T,2023-10-04 16:08:06,-42.75683833,-65.09740167,3.10,128.623,13.477,7.603,60,6,30,,
T,2023-10-04 16:08:07,-42.75682333,-65.09731000,3.10,127.723,13.477,7.588,61,10,30,,
T,2023-10-04 16:08:08,-42.75679000,-65.09722833,3.00,127.623,13.477,7.442,61,12,30,,
T,2023-10-04 16:08:09,-42.75676667,-65.09714167,3.00,127.224,13.476,7.928,62,13,30,,
T,2023-10-04 16:08:10,-42.75675000,-65.09705500,3.00,126.524,13.476,7.968,66,13,30,,
T,2023-10-04 16:08:11,-42.75671167,-65.09695000,3.00,126.324,13.476,8.593,65,13,30,,
T,2023-10-04 16:08:12,-42.75667000,-65.09684500,3.00,125.824,13.476,9.373,65,12,30,,
T,2023-10-04 16:08:13,-42.75663167,-65.09675333,2.90,125.624,13.476,9.196,62,13,30,,
T,2023-10-04 16:08:14,-42.75658167,-65.09666167,2.90,125.124,13.476,9.232,59,13,30,,
T,2023-10-04 16:08:15,-42.75653500,-65.09656667,3.00,124.824,13.476,9.253,60,12,30,,
T,2023-10-04 16:08:16,-42.75647833,-65.09646333,3.00,124.724,13.476,9.880,60,13,30,,
T,2023-10-04 16:08:17,-42.75643167,-65.09637667,2.90,124.924,13.476,10.307,62,14,30,,
T,2023-10-04 16:08:18,-42.75636667,-65.09624833,2.80,124.924,13.476,10.464,60,14,30,,
T,2023-10-04 16:08:19,-42.75631333,-65.09614500,2.50,124.824,13.476,10.067,59,16,30,,
T,2023-10-04 16:08:20,-42.75626333,-65.09604333,2.40,125.124,13.476,10.154,59,15,30,,
T,2023-10-04 16:08:21,-42.75621000,-65.09593500,2.40,125.324,13.476,10.456,59,16,30,,
T,2023-10-04 16:08:22,-42.75615167,-65.09582000,2.30,125.525,13.475,10.765,58,16,30,,
T,2023-10-04 16:08:23,-42.75609500,-65.09571000,2.30,125.525,13.475,10.996,58,17,30,,
T,2023-10-04 16:08:24,-42.75604500,-65.09559167,2.20,125.925,13.475,11.164,61,18,30,,
T,2023-10-04 16:08:25,-42.75598667,-65.09547000,2.10,126.825,13.475,11.338,59,16,30,,
T,2023-10-04 16:08:26,-42.75592833,-65.09534000,2.00,127.525,13.475,11.696,59,18,30,,
T,2023-10-04 16:08:27,-42.75587000,-65.09521167,2.00,128.025,13.475,11.480,60,19,30,,
T,2023-10-04 16:08:28,-42.75582000,-65.09509500,2.00,128.725,13.475,11.475,59,19,30,,
T,2023-10-04 16:08:29,-42.75576500,-65.09497167,2.10,129.125,13.475,11.568,59,18,30,,
T,2023-10-04 16:08:30,-42.75571167,-65.09485500,2.10,129.325,13.475,11.534,60,19,30,,
T,2023-10-04 16:08:31,-42.75565833,-65.09473833,2.10,129.625,13.475,11.426,58,19,30,,
T,2023-10-04 16:08:32,-42.75560833,-65.09462500,2.00,130.125,13.475,11.259,58,20,30,,
T,2023-10-04 16:08:33,-42.75555500,-65.09450833,2.00,130.426,13.474,11.102,57,19,30,,
T,2023-10-04 16:08:34,-42.75549667,-65.09439167,2.00,130.826,13.474,11.474,57,17,30,,
T,2023-10-04 16:08:35,-42.75544333,-65.09427667,2.10,130.826,13.474,11.139,58,17,30,,
T,2023-10-04 16:08:36,-42.75538833,-65.09416000,2.00,131.126,13.474,11.540,58,17,30,,
T,2023-10-04 16:08:37,-42.75533167,-65.09403667,2.00,131.426,13.474,11.525,57,17,30,,
T,2023-10-04 16:08:38,-42.75527333,-65.09391500,2.00,131.726,13.474,11.534,57,15,30,,
T,2023-10-04 16:08:39,-42.75521667,-65.09379333,2.00,132.126,13.474,11.497,57,16,30,,
T,2023-10-04 16:08:40,-42.75515833,-65.09367167,2.00,132.526,13.474,11.467,58,16,30,,
T,2023-10-04 16:08:41,-42.75510167,-65.09355500,1.90,132.826,13.474,11.453,58,18,30,,
T,2023-10-04 16:08:42,-42.75504667,-65.09344000,1.90,132.926,13.474,11.581,58,18,30,,
T,2023-10-04 16:08:43,-42.75499000,-65.09331667,1.90,133.126,13.474,11.898,58,19,30,,
T,2023-10-04 16:08:44,-42.75493500,-65.09319000,1.90,133.327,13.473,11.656,59,18,30,,
T,2023-10-04 16:08:45,-42.75488000,-65.09307000,1.90,133.627,13.473,11.541,58,19,30,,
T,2023-10-04 16:08:46,-42.75482500,-65.09295000,1.90,133.527,13.473,11.403,58,19,30,,
T,2023-10-04 16:08:47,-42.75476833,-65.09283167,1.90,133.427,13.473,11.533,59,18,30,,
T,2023-10-04 16:08:48,-42.75471333,-65.09270833,1.90,133.727,13.473,11.563,59,18,30,,
T,2023-10-04 16:08:49,-42.75465333,-65.09259167,1.90,134.127,13.473,11.405,58,18,30,,
T,2023-10-04 16:08:50,-42.75460500,-65.09247333,1.90,134.127,13.473,11.282,60,11,13,,
T,2023-10-04 16:08:51,-42.75455667,-65.09235333,2.00,134.127,13.473,11.301,60,10,13,,
T,2023-10-04 16:08:52,-42.75450333,-65.09223833,2.00,134.427,13.473,11.280,60,11,13,,
T,2023-10-04 16:08:53,-42.75445000,-65.09212167,2.10,134.627,13.473,11.295,59,11,13,,
T,2023-10-04 16:08:54,-42.75440167,-65.09200833,2.10,134.827,13.473,10.605,61,11,13,,
T,2023-10-04 16:08:55,-42.75435000,-65.09190167,2.10,134.427,13.473,10.362,59,11,13,,
T,2023-10-04 16:08:56,-42.75429833,-65.09179500,2.10,134.328,13.472,9.911,59,11,13,,
T,2023-10-04 16:08:57,-42.75425000,-65.09169333,2.00,134.528,13.472,9.371,60,11,13,,
T,2023-10-04 16:08:58,-42.75420167,-65.09160333,2.00,134.428,13.472,8.769,58,11,13,,
T,2023-10-04 16:08:59,-42.75416500,-65.09151167,2.10,134.328,13.472,8.405,58,11,13,,
T,2023-10-04 16:09:00,-42.75413000,-65.09142500,2.10,134.528,13.472,7.902,61,11,13,,
T,2023-10-04 16:09:01,-42.75409500,-65.09134333,2.10,134.528,13.472,7.545,64,11,13,,
T,2023-10-04 16:09:02,-42.75406667,-65.09126500,2.10,134.428,13.472,7.271,63,11,13,,
T,2023-10-04 16:09:03,-42.75404000,-65.09119500,2.10,133.728,13.472,6.797,62,11,13,,
T,2023-10-04 16:09:04,-42.75400833,-65.09112500,2.10,133.728,13.472,6.499,62,11,13,,
T,2023-10-04 16:09:05,-42.75398000,-65.09105333,2.10,133.728,13.472,6.654,60,11,13,,
T,2023-10-04 16:09:06,-42.75395500,-65.09098833,2.10,133.828,13.472,5.816,63,11,13,,
T,2023-10-04 16:09:07,-42.75394000,-65.09093167,2.20,133.528,13.472,5.405,62,11,13,,
T,2023-10-04 16:09:08,-42.75392833,-65.09087833,2.20,133.528,13.472,4.659,68,10,13,,
T,2023-10-04 16:09:09,-42.75391500,-65.09083167,2.20,133.628,13.472,4.317,66,10,13,,
T,2023-10-04 16:09:10,-42.75389833,-65.09079833,2.20,133.728,13.472,3.880,56,10,29,,
T,2023-10-04 16:09:11,-42.75387500,-65.09077333,2.20,133.728,13.472,3.715,42,12,29,,
T,2023-10-04 16:09:12,-42.75384500,-65.09075000,2.20,133.928,13.472,3.374,27,15,29,,
T,2023-10-04 16:09:13,-42.75381500,-65.09074833,2.20,133.928,13.472,3.120,8,20,29,,
T,2023-10-04 16:09:14,-42.75379833,-65.09075333,2.10,134.228,13.472,2.551,354,22,29,,
T,2023-10-04 16:09:15,-42.75379333,-65.09075833,2.10,134.628,13.472,2.136,336,21,29,,
T,2023-10-04 16:09:16,-42.75377500,-65.09078333,2.10,134.428,13.472,2.354,326,22,29,,
T,2023-10-04 16:09:17,-42.75376000,-65.09081667,2.00,134.528,13.472,2.145,302,23,29,,
T,2023-10-04 16:09:18,-42.75375667,-65.09084333,1.90,134.428,13.472,2.055,290,24,29,,
T,2023-10-04 16:09:19,-42.75375833,-65.09087000,1.90,134.328,13.472,1.973,273,25,29,,
T,2023-10-04 16:09:20,-42.75376000,-65.09089000,1.90,134.328,13.472,1.797,267,25,29,,
T,2023-10-04 16:09:21,-42.75376500,-65.09091667,1.90,134.228,13.472,1.610,256,25,29,,
T,2023-10-04 16:09:22,-42.75376833,-65.09093667,1.90,134.728,13.472,1.599,259,25,29,,
T,2023-10-04 16:09:23,-42.75377333,-65.09095333,1.90,134.828,13.472,1.149,259,25,29,,
T,2023-10-04 16:09:24,-42.75377833,-65.09096000,1.80,134.528,13.472,0.000,,25,29,,
T,2023-10-04 16:09:25,-42.75377833,-65.09095667,1.80,134.428,13.472,0.000,,25,29,,
T,2023-10-04 16:09:26,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:27,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:28,-42.75378167,-65.09095500,1.90,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:29,-42.75378167,-65.09095500,1.90,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:30,-42.75378167,-65.09095500,1.90,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:31,-42.75378167,-65.09095500,1.90,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:32,-42.75378167,-65.09095500,1.90,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:33,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:34,-42.75378167,-65.09095500,1.70,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:35,-42.75378167,-65.09095500,1.70,134.228,13.472,0.000,,25,29,,
T,2023-10-04 16:09:36,-42.75378167,-65.09095500,1.70,134.228,13.472,0.000,,24,29,,
T,2023-10-04 16:09:37,-42.75378167,-65.09095500,1.70,134.228,13.472,0.000,,24,29,,
T,2023-10-04 16:09:38,-42.75378167,-65.09095500,1.70,134.228,13.472,0.000,,24,29,,
T,2023-10-04 16:09:39,-42.75378167,-65.09095500,1.70,134.228,13.472,0.000,,22,29,,
T,2023-10-04 16:09:40,-42.75378167,-65.09095500,1.70,134.228,13.472,0.000,,22,29,,
T,2023-10-04 16:09:41,-42.75378167,-65.09095500,1.70,134.228,13.472,0.000,,22,29,,
T,2023-10-04 16:09:42,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,23,29,,
T,2023-10-04 16:09:43,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,23,29,,
T,2023-10-04 16:09:44,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,23,29,,
T,2023-10-04 16:09:45,-42.75378167,-65.09095500,1.90,134.228,13.472,0.000,,23,29,,
T,2023-10-04 16:09:46,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,23,29,,
T,2023-10-04 16:09:47,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,24,29,,
T,2023-10-04 16:09:48,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,24,29,,
T,2023-10-04 16:09:49,-42.75378167,-65.09095500,1.80,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:09:50,-42.75378167,-65.09095500,2.10,134.228,13.472,0.000,,9,13,,
T,2023-10-04 16:09:51,-42.75378167,-65.09095500,2.20,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:09:52,-42.75378167,-65.09095500,2.40,134.228,13.472,0.000,,9,13,,
T,2023-10-04 16:09:53,-42.75378167,-65.09095500,2.50,134.228,13.472,0.000,,9,13,,
T,2023-10-04 16:09:54,-42.75378167,-65.09095500,2.50,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:09:55,-42.75378167,-65.09095500,2.50,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:09:56,-42.75378167,-65.09095500,2.50,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:09:57,-42.75378167,-65.09095500,2.50,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:09:58,-42.75378167,-65.09095500,2.60,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:09:59,-42.75378167,-65.09095500,2.60,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:10:00,-42.75378167,-65.09095500,2.60,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:10:01,-42.75378167,-65.09095500,2.60,134.228,13.472,0.000,,10,13,,
T,2023-10-04 16:10:02,-42.75378167,-65.09095500,2.60,134.228,13.472,0.000,,11,13,,
T,2023-10-04 16:10:03,-42.75378167,-65.09095500,2.60,134.228,13.472,0.000,,12,13,,
T,2023-10-04 16:10:04,-42.75378167,-65.09095500,2.60,134.228,13.472,0.000,,12,13,,
T,2023-10-04 16:10:05,-42.75378167,-65.09095500,2.70,134.228,13.472,0.000,,12,13,,
T,2023-10-04 16:10:06,-42.75378167,-65.09095500,2.70,134.228,13.472,0.000,,12,13,,
T,2023-10-04 16:10:07,-42.75378167,-65.09095500,2.70,134.228,13.472,0.000,,12,13,,
T,2023-10-04 16:10:08,-42.75378167,-65.09095500,2.70,134.228,13.472,0.000,,12,13,,
T,2023-10-04 16:10:09,-42.75378167,-65.09095500,2.70,134.228,13.472,0.000,,12,29,,
T,2023-10-04 16:10:10,-42.75378167,-65.09095500,2.70,134.228,13.472,0.000,,15,29,,
T,2023-10-04 16:10:11,-42.75378167,-65.09095500,2.60,134.228,13.472,0.000,,16,29,,
T,2023-10-04 16:10:12,-42.75378167,-65.09095500,2.30,134.228,13.472,0.000,,17,29,,
T,2023-10-04 16:10:13,-42.75378167,-65.09095500,2.20,134.228,13.472,0.000,,18,29,,
T,2023-10-04 16:10:14,-42.75378167,-65.09095500,2.10,134.228,13.472,0.000,,20,29,,
T,2023-10-04 16:10:15,-42.75378167,-65.09095500,2.00,134.228,13.472,0.000,,21,29,,
